date,exchange,reserve_btc
2024-12-18,binance,-22740.36479319
2024-12-19,binance,-15409.21424883
2024-12-19,bitfinex,3245.383519
2024-12-20,binance,90407.29816117
2024-12-20,bitfinex,4167.11300446
2024-12-20,okx,40166.65768416
2024-12-21,binance,90004.3383963
2024-12-21,bitfinex,-11999.90904172
2024-12-22,binance,-11115.5341728
2024-12-23,binance,-8900.04368707
2024-12-23,okx,39666.65768416
2024-12-24,binance,-10282.64957581
2024-12-25,binance,-10209.97829814
2024-12-25,bitfinex,4167.11300993
2024-12-25,okx,39666.65768963
2024-12-26,binance,92632.5612054
2024-12-26,bitfinex,-11999.90903626
2024-12-26,okx,39666.65769509
2024-12-27,binance,-7874.09058317
2024-12-27,bitfinex,6149.98789468
2024-12-28,binance,93329.47738329
2024-12-28,okx,40017.65769509
2024-12-29,binance,-9073.05958458
2024-12-30,binance,94275.55113712
2024-12-30,bitfinex,-15702.9886478
2024-12-30,okx,40017.65770055
2024-12-31,binance,-7548.17201052
2024-12-31,bitfinex,-10883.99998853
2024-12-31,okx,39667.65770055
2025-01-01,binance,-4690.02780452
2025-01-02,binance,93719.21234182
2025-01-02,bitfinex,-15702.98863688
2025-01-03,binance,-11033.53131736
2025-01-03,bitfinex,6149.32662677
2025-01-04,binance,-11132.18337209
2025-01-05,binance,-9483.21604374
2025-01-06,binance,-16492.40866991
2025-01-07,binance,-17876.76360843
2025-01-08,binance,85591.69379425
2025-01-09,binance,85341.32736143
2025-01-09,bitfinex,-15597.75046596
2025-01-09,okx,39667.65770601
2025-01-10,binance,85833.716636
2025-01-10,bitfinex,-14978.3534105
2025-01-11,binance,85787.1649437
2025-01-11,bitfinex,-11999.90900896
2025-01-12,binance,-14917.85861745
2025-01-12,bitfinex,-7713.11773984
2025-01-13,binance,-13367.07036026
2025-01-13,bitfinex,-2080.34171008
2025-01-14,binance,-17122.08126969
2025-01-14,bitfinex,-1964.18709462
2025-01-15,binance,-18746.7937619
2025-01-15,bitfinex,-1639.16831462
2025-01-16,binance,-18293.0382806
2025-01-16,okx,40018.65770601
2025-01-17,binance,-22208.80860619
2025-01-17,bitfinex,5097.71136815
2025-01-18,binance,81602.47577489
2025-01-19,binance,84294.54164238
2025-01-20,binance,-17252.19583032
2025-01-21,binance,-17491.93347962
2025-01-22,binance,-17936.36885162
2025-01-23,binance,-22197.43006623
2025-01-23,bitfinex,-851.61525916
2025-01-24,binance,-22271.89766809
2025-01-25,binance,-18862.60490112
2025-01-26,binance,-18910.02380156
2025-01-27,binance,-18860.30833078
2025-01-27,bitfinex,-851.61525316
2025-01-28,binance,-19523.1551857
2025-01-28,bitfinex,-3851.615396
2025-01-29,binance,-20671.90194457
2025-01-30,binance,-20529.60916584
2025-01-31,binance,-19365.80308982
2025-01-31,bitfinex,-11028.99998253
2025-02-01,binance,-21132.30320449
2025-02-02,binance,-18632.48412841
2025-02-03,binance,-18212.00959657
2025-02-03,okx,39668.65770601
2025-02-04,binance,-21118.51058929
2025-02-05,binance,82717.58093943
2025-02-06,binance,-16696.32719745
2025-02-07,binance,-18802.79478695
2025-02-07,bitfinex,5948.64536181
2025-02-08,binance,-14906.0485849
2025-02-09,binance,-14737.01088572
2025-02-10,binance,-15722.80376734
2025-02-11,binance,-16040.08074202
2025-02-12,binance,-14269.13144137
2025-02-12,bitfinex,-2989.627326
2025-02-13,binance,-12327.25865848
2025-02-13,bitfinex,-2884.785076
2025-02-14,binance,85907.36935138
2025-02-14,bitfinex,-13896.6009795
2025-02-14,okx,39668.65771147
2025-02-15,binance,-16774.39470622
2025-02-16,binance,87754.85496195
2025-02-16,bitfinex,-11999.90899804
2025-02-17,binance,-13474.38786847
2025-02-18,binance,-12313.92632699
2025-02-19,binance,-12328.32602496
2025-02-19,bitfinex,-1577.218016
2025-02-20,binance,87019.68830454
2025-02-21,binance,-23053.93783396
2025-02-22,binance,-17811.34795395
2025-02-23,binance,-17511.34790281
2025-02-24,binance,-17419.28028378
2025-02-24,bitfinex,-1374.018766
2025-02-25,binance,101308.16753801
2025-02-25,bitfinex,-6118.14528947
2025-02-26,binance,-16535.89645545
2025-02-26,bitfinex,-11715.43834082
2025-02-26,okx,39668.65771693
2025-02-27,binance,-15187.44156962
2025-02-27,bitfinex,5598.69179081
2025-02-28,binance,-16120.55786662
2025-02-28,bitfinex,1766.43223446
2025-03-01,binance,-19190.24665522
2025-03-02,binance,-22120.14315095
2025-03-02,okx,40019.65771693
2025-03-03,binance,-15263.92610311
2025-03-03,okx,40370.65771693
2025-03-04,binance,-13470.12766199
2025-03-04,bitfinex,4948.04233641
2025-03-05,binance,-13159.40381397
2025-03-06,binance,-12325.56608609
2025-03-07,binance,-10442.61293109
2025-03-08,binance,-10645.88033043
2025-03-09,binance,-12604.37807055
2025-03-10,binance,110537.14017987
2025-03-11,binance,109319.51290475
2025-03-11,bitfinex,-10038.9508699
2025-03-12,binance,-13885.69184297
2025-03-12,bitfinex,5957.79609446
2025-03-12,okx,40370.65772239
2025-03-13,binance,-12970.95172567
2025-03-13,bitfinex,6060.91387446
2025-03-14,binance,-14111.94472141
2025-03-14,bitfinex,6422.01622446
2025-03-14,okx,40571.65772239
2025-03-15,binance,-14586.56955966
2025-03-16,binance,109503.88129757
2025-03-16,bitfinex,-11999.90896226
2025-03-17,binance,112393.96305895
2025-03-18,binance,-13401.1842519
2025-03-18,bitfinex,-5159.05608234
2025-03-19,binance,-17498.07035849
2025-03-19,bitfinex,6942.70584446
2025-03-20,binance,-17155.71994338
2025-03-21,binance,108868.0232671
2025-03-21,bitfinex,-11999.90895134
2025-03-22,binance,-15443.81400471
2025-03-23,binance,-18286.85262713
2025-03-23,bitfinex,-11999.90894588
2025-03-24,binance,-24192.76807459
2025-03-25,binance,-22142.692947
2025-03-25,bitfinex,-13438.09443554
2025-03-26,binance,-20099.34966251
2025-03-27,binance,-20758.98430295
2025-03-28,binance,-15660.02222344
2025-03-28,bitfinex,-11999.90894042
2025-03-28,okx,40221.65772239
2025-03-29,binance,-14966.81559645
2025-03-30,binance,-15042.96266974
2025-03-30,okx,40221.65794579
2025-03-31,binance,-14165.14930399
2025-03-31,bitfinex,-14806.533585
2025-04-01,binance,-13956.04157008
2025-04-02,binance,107715.76151435
2025-04-02,bitfinex,-7052.45225852
2025-04-03,binance,115832.47727519
2025-04-03,okx,39871.65794579
2025-04-04,binance,-17531.29508979
2025-04-05,binance,-17207.02419962
2025-04-06,binance,-16382.60621874
2025-04-06,bitfinex,-17806.533591
2025-04-07,binance,-12683.73448129
2025-04-07,bitfinex,3947.45667635
2025-04-08,binance,-7771.08811109
2025-04-08,okx,40222.66794579
2025-04-09,binance,-11008.73277241
2025-04-09,okx,40573.66905579
2025-04-10,binance,-9167.8051005
2025-04-10,bitfinex,-11999.90884171
2025-04-11,binance,122483.80238253
2025-04-11,bitfinex,-29806.44240541
2025-04-11,okx,40573.66906671
2025-04-12,binance,-8019.36237859
2025-04-13,binance,125083.59132004
2025-04-13,bitfinex,-11999.90881987
2025-04-14,binance,-9286.1151457
2025-04-14,okx,40573.66830171
2025-04-15,binance,-8814.22053509
2025-04-15,okx,40073.66830171
2025-04-16,binance,-10208.67470971
2025-04-16,bitfinex,-20072.11301
2025-04-16,okx,40573.66830171
2025-04-17,binance,-10000.45794315
2025-04-17,bitfinex,-16999.90936117
2025-04-17,okx,40924.66830171
2025-04-18,binance,121129.73280299
2025-04-18,bitfinex,-16999.90935571
2025-04-18,okx,41176.66860161
2025-04-19,binance,-11194.43473047
2025-04-20,binance,-11349.45680522
2025-04-20,okx,41227.66860161
2025-04-21,binance,120587.50973029
2025-04-21,okx,41428.66860161
2025-04-22,binance,114038.54990225
2025-04-22,okx,41629.66860161
2025-04-23,binance,-22521.66502827
2025-04-23,bitfinex,-41468.75360817
2025-04-24,binance,-21753.6235199
2025-04-24,bitfinex,-12044.78649
2025-04-25,binance,108729.09525405
2025-04-25,okx,41279.66860161
2025-04-26,binance,-19014.96992881
2025-04-27,binance,-18513.24962511
2025-04-27,bitfinex,-28999.9093727
2025-04-28,binance,-18215.42878031
2025-04-28,okx,41280.66860161
2025-04-29,binance,-18282.92824819
2025-04-30,binance,-18004.61051582
2025-04-30,bitfinex,-11827.60096
2025-04-30,okx,41080.66860161
2025-05-01,binance,-22605.43885436
2025-05-01,bitfinex,-7668.24512601
2025-05-02,binance,-23770.62106012
2025-05-02,bitfinex,-11377.66054
2025-05-03,binance,-23421.48781109
2025-05-03,bitfinex,-10606.71647
2025-05-03,okx,41431.66860161
2025-05-04,binance,-24330.33371689
2025-05-04,bitfinex,-9337.63403
2025-05-05,binance,-22723.32432658
2025-05-05,bitfinex,-6099.41959
2025-05-06,binance,-22106.14841367
2025-05-06,bitfinex,-16830.32565253
2025-05-06,okx,41231.66860161
2025-05-07,binance,-22338.28402616
2025-05-07,bitfinex,-5044.54591
2025-05-08,binance,-22527.67720921
2025-05-08,bitfinex,-4461.35513
2025-05-08,okx,42284.66860161
2025-05-09,binance,-20345.62389572
2025-05-09,bitfinex,-5710.020354
2025-05-10,binance,-21247.54860014
2025-05-10,okx,42485.66860161
2025-05-11,binance,-19519.49897811
2025-05-12,binance,-23411.48889343
2025-05-12,bitfinex,-1379.63100001
2025-05-12,okx,41485.66860161
2025-05-13,binance,-21221.48146804
2025-05-13,okx,42337.66860161
2025-05-14,binance,-23859.94777991
2025-05-14,bitfinex,-5250.213544
2025-05-14,okx,42889.66825721
2025-05-15,binance,-22369.72251253
2025-05-16,binance,-23327.36473742
2025-05-17,binance,-23673.42798425
2025-05-17,okx,42539.66825721
2025-05-18,binance,-22355.79614716
2025-05-19,binance,-26727.840085
2025-05-20,binance,-26640.56976289
2025-05-21,binance,-21022.03731646
2025-05-22,binance,-16361.65531703
2025-05-22,bitfinex,4446.95142399
2025-05-22,okx,42040.66825721
2025-05-23,binance,-20519.41122878
2025-05-23,okx,42241.66825721
2025-05-24,binance,-20822.19534685
2025-05-24,bitfinex,-8250.213555
2025-05-25,binance,-23334.07761806
2025-05-25,okx,42442.66825721
2025-05-26,binance,-21467.58676021
2025-05-27,binance,-22874.67134809
2025-05-28,binance,-23903.46016126
2025-05-28,okx,42144.66825721
2025-05-29,binance,-21812.72411185
2025-05-29,okx,41996.66825721
2025-05-30,binance,-23124.68951596
2025-05-30,okx,41646.66825721
2025-05-31,binance,-20853.36850363
2025-06-01,binance,-22803.00352359
2025-06-01,bitfinex,-7806.222685
2025-06-02,binance,-23402.22532835
2025-06-02,bitfinex,-12961.022093
2025-06-03,binance,-24982.36381918
2025-06-03,bitfinex,-37999.90939117
2025-06-04,binance,-19565.51917294
2025-06-04,okx,41349.66825721
2025-06-05,binance,-18858.29451251
2025-06-05,bitfinex,4446.43024004
2025-06-06,binance,-23254.66166527
2025-06-07,binance,-24540.19230505
2025-06-07,okx,40999.66825721
2025-06-08,binance,-24736.61629701
2025-06-08,okx,41200.66825721
2025-06-09,binance,-26423.22169731
2025-06-09,bitfinex,-8769.587593
2025-06-10,binance,-26404.69828879
2025-06-10,bitfinex,-7658.759823
2025-06-10,okx,41401.66825721
2025-06-11,binance,-27321.32276351
2025-06-11,bitfinex,-7172.791713
2025-06-11,okx,41051.66825721
2025-06-12,binance,-26501.91264351
2025-06-12,bitfinex,-6902.317183
2025-06-13,binance,-30613.60176016
2025-06-13,bitfinex,-6270.228403
2025-06-13,okx,42053.66825721
2025-06-14,binance,-23533.27355823
2025-06-14,bitfinex,-6027.665833
2025-06-15,binance,-24162.76516345
2025-06-15,bitfinex,-5732.821243
2025-06-16,binance,88954.42960197
2025-06-16,bitfinex,-5429.256973
2025-06-17,binance,95165.06791921
2025-06-17,bitfinex,-5157.429293
2025-06-18,binance,-20772.01314162
2025-06-18,bitfinex,-4240.189183
2025-06-19,binance,-20321.745968
2025-06-19,bitfinex,-3699.244513
2025-06-20,binance,-20370.32076397
2025-06-20,bitfinex,-2723.049163
2025-06-20,okx,41903.66825721
2025-06-21,binance,-22252.41807472
2025-06-21,bitfinex,-39825.81941871
2025-06-22,binance,-19262.77138045
2025-06-22,bitfinex,-223.690893
2025-06-22,okx,42404.66825721
2025-06-23,binance,-22481.82199495
2025-06-23,bitfinex,5632.26220329
2025-06-24,binance,-23792.33495805
2025-06-24,bitfinex,1333.333527
2025-06-25,binance,-23759.41555299
2025-06-25,bitfinex,2000.650117
2025-06-26,binance,-25569.8314227
2025-06-26,bitfinex,4840.90151281
2025-06-26,okx,43406.66825721
2025-06-27,binance,-24455.90092457
2025-06-28,binance,-24846.05172689
2025-06-29,binance,90737.03028885
2025-06-29,okx,43757.66825721
2025-06-30,binance,-24395.81978305
2025-06-30,bitfinex,2118.063417
2025-07-01,binance,-24046.1091728
2025-07-01,okx,43757.66925721
2025-07-02,binance,-29436.72971596
2025-07-03,binance,-20783.35754236
2025-07-03,bitfinex,-37999.90938025
2025-07-03,okx,43757.66926267
2025-07-04,binance,-19184.63534449
2025-07-04,bitfinex,-37999.90937098
2025-07-05,binance,-19518.53386889
2025-07-05,bitfinex,-37999.90933598
2025-07-06,binance,92811.73959602
2025-07-06,bitfinex,-37999.90932502
2025-07-07,binance,-20184.77140081
2025-07-07,bitfinex,-37999.90931402
2025-07-08,binance,-20798.37077522
2025-07-08,bitfinex,-37999.9093086
2025-07-09,binance,-21851.43778486
2025-07-09,bitfinex,4540.90151281
2025-07-09,okx,43407.66926267
2025-07-10,binance,-23724.13631856
2025-07-11,binance,-19977.90554339
2025-07-11,okx,43758.66926267
2025-07-12,binance,-18195.45529788
2025-07-13,binance,-18090.07744922
2025-07-13,bitfinex,-35881.84587814
2025-07-14,binance,99972.86737986
2025-07-14,okx,43408.66926267
2025-07-15,binance,106969.14277453
2025-07-15,bitfinex,4540.36775424
2025-07-15,okx,43609.66926267
2025-07-16,binance,-19866.88386176
2025-07-16,bitfinex,9083.04383246
2025-07-16,okx,43810.66926267
2025-07-17,binance,102205.45678116
2025-07-17,bitfinex,-37999.90929514
2025-07-17,okx,44161.66926813
2025-07-18,binance,102988.57693802
2025-07-18,bitfinex,-28916.86545176
2025-07-18,okx,44161.66927359
2025-07-19,binance,-19880.9722183
2025-07-19,bitfinex,9083.04384338
2025-07-19,okx,44362.66927359
2025-07-20,binance,-20747.23520565
2025-07-21,binance,-24476.18782842
2025-07-21,bitfinex,9276.90363338
2025-07-22,binance,-23787.12076625
2025-07-22,bitfinex,9715.31361884
2025-07-22,okx,44012.66927359
2025-07-23,binance,97540.68324487
2025-07-23,bitfinex,-28158.60878538
2025-07-23,okx,44363.66927359
2025-07-24,binance,-22506.41184154
2025-07-24,bitfinex,14095.29708308
2025-07-24,okx,44864.66927359
2025-07-25,binance,-13614.56162741
2025-07-25,okx,45866.66927359
2025-07-26,binance,-15601.48699287
2025-07-26,okx,46217.66927359
2025-07-27,binance,-15721.83647023
2025-07-27,bitfinex,11036.29056884
2025-07-27,okx,46568.66927359
2025-07-28,binance,-14082.93654339
2025-07-28,bitfinex,11278.26411884
2025-07-28,okx,46218.66927359
2025-07-29,binance,-15421.09377842
2025-07-29,bitfinex,11423.87701884
2025-07-30,binance,-15394.15837139
2025-07-31,binance,-16103.94690079
2025-08-01,binance,-14931.15228828
2025-08-01,bitfinex,-22995.93297671
2025-08-01,okx,45868.66927359
2025-08-02,binance,-15757.6953036
2025-08-02,bitfinex,12147.35647884
2025-08-03,binance,-18730.97055065
2025-08-03,bitfinex,12823.22057884
2025-08-03,okx,46420.66927359
2025-08-04,binance,-14147.62909762
2025-08-04,okx,46420.66947359
2025-08-05,binance,-14649.81196008
2025-08-06,binance,-17108.9965142
2025-08-07,binance,-16946.50590642
2025-08-08,binance,-18168.16518327
2025-08-08,bitfinex,13378.80075884
2025-08-09,binance,-17766.29861928
2025-08-09,bitfinex,-24316.80550507
2025-08-10,binance,-15224.01017107
2025-08-10,bitfinex,13785.76345884
2025-08-11,binance,-10205.90843822
2025-08-11,okx,44920.66947359
2025-08-12,binance,-12036.13063617
2025-08-12,bitfinex,10785.762622
2025-08-13,binance,-8209.34634676
2025-08-14,binance,-6488.26812166
2025-08-15,binance,-6674.17070872
2025-08-16,binance,-7281.96755207
2025-08-16,okx,44570.66947359
2025-08-17,binance,116191.6467452
2025-08-18,binance,-17761.34152933
2025-08-18,okx,44771.66947359
2025-08-19,binance,-14187.58519015
2025-08-20,binance,-15030.60911963
2025-08-20,bitfinex,11134.832182
2025-08-21,binance,-12680.05208156
2025-08-21,bitfinex,11914.883042
2025-08-22,binance,-11883.08009302
2025-08-22,bitfinex,12746.240272
2025-08-23,binance,-10948.80577499
2025-08-23,bitfinex,12882.861822
2025-08-24,binance,123813.04276997
2025-08-24,bitfinex,13315.037142
2025-08-25,binance,-18742.20952217
2025-08-25,bitfinex,14347.934222
2025-08-26,binance,-17710.96244502
2025-08-26,bitfinex,15181.908822
2025-08-27,binance,-20492.11222776
2025-08-27,bitfinex,15787.159972
2025-08-28,binance,-20272.07184132
2025-08-28,bitfinex,15933.735542
2025-08-28,okx,44421.66947359
2025-08-29,binance,-20089.42383403
2025-08-29,bitfinex,12074.781333
2025-08-30,binance,-19295.31473977
2025-08-31,binance,-16982.73419692
2025-09-01,binance,-15370.56904684
2025-09-02,binance,-16547.00044396
2025-09-02,bitfinex,3264.39001573
2025-09-02,okx,43921.66947359
2025-09-03,binance,-18364.30082634
2025-09-04,binance,-17564.91075587
2025-09-05,binance,-17613.43477557
2025-09-06,binance,-16336.04758753
2025-09-07,binance,-17100.17770986
2025-09-08,binance,-17241.68753193
2025-09-09,binance,-17949.62609922
2025-09-10,binance,-18321.51679248
2025-09-11,binance,-19448.69019144
2025-09-11,bitfinex,2914.39001573
2025-09-11,okx,43571.66947359
2025-09-12,binance,-23767.08258172
2025-09-13,binance,-21969.33260693
2025-09-14,binance,-23720.80094112
2025-09-15,binance,-22768.30195075
2025-09-16,binance,-21600.20138811
2025-09-17,binance,-24925.19231003
2025-09-18,binance,-26314.3133089
2025-09-19,binance,-25453.45278583
2025-09-20,binance,-26821.45719622
2025-09-21,binance,-27172.65943664
2025-09-22,binance,-28745.91182396
2025-09-22,okx,43772.66947359
2025-09-23,binance,116508.69857884
2025-09-23,bitfinex,12074.78133846
2025-09-24,binance,-23634.35317115
2025-09-25,binance,-23927.86900788
2025-09-26,binance,-20511.38660578
2025-09-26,bitfinex,-27425.12777345
2025-09-27,binance,-21191.54868496
2025-09-28,binance,-21869.94708799
2025-09-29,binance,-23201.53353054
2025-09-29,bitfinex,2164.39001573
2025-09-29,okx,43973.66947359
2025-09-30,binance,-22741.17003479
2025-09-30,bitfinex,4574.781332
2025-09-30,okx,46378.66947359
2025-10-01,binance,-25178.8447205
2025-10-01,bitfinex,2163.98377757
2025-10-02,binance,-23934.245909
2025-10-02,okx,46579.66947359
2025-10-03,binance,-26718.62926701
2025-10-03,bitfinex,3074.781328
2025-10-03,okx,46780.66947359
2025-10-04,binance,-20371.96034308
2025-10-05,binance,-18204.5228705
2025-10-06,binance,-21600.79579513
2025-10-06,okx,47132.66947359
2025-10-07,binance,-21526.94325493
2025-10-08,binance,118923.86169994
2025-10-08,okx,47333.66947905
2025-10-09,binance,-24435.71036359
2025-10-09,okx,47534.66947905
2025-10-10,binance,-27193.88567312
2025-10-10,bitfinex,2663.98377757
2025-10-10,okx,47034.66947905
2025-10-11,binance,-23261.12247833
2025-10-11,okx,47235.66947905
2025-10-12,binance,112712.84763052
2025-10-12,bitfinex,3074.78133346
2025-10-13,binance,110079.85050688
2025-10-13,bitfinex,-37999.90910299
2025-10-14,binance,89677.1182836
2025-10-14,bitfinex,4422.21345346
2025-10-15,binance,-26463.97651655
2025-10-15,bitfinex,4998.32412346
2025-10-16,binance,-24701.13952492
2025-10-16,bitfinex,5943.64797346
2025-10-17,binance,-22005.70644399
2025-10-17,bitfinex,7040.38993346
2025-10-18,binance,-23630.78385779
2025-10-18,bitfinex,7586.79056346
2025-10-18,okx,46885.66947905
2025-10-19,binance,-25188.47537311
2025-10-19,bitfinex,8265.64591346
2025-10-20,binance,-25906.8225545
2025-10-20,bitfinex,8466.88966346
2025-10-21,binance,-21898.30104734
2025-10-21,okx,46886.66947905
2025-10-22,binance,-19028.93273107
2025-10-22,okx,47037.66947905
2025-10-23,binance,-18779.68945597
2025-10-23,bitfinex,6044.61865446
2025-10-24,binance,-19268.45484507
2025-10-25,binance,-19518.01000785
2025-10-26,binance,-19264.43217507
2025-10-26,bitfinex,2663.98378303
2025-10-27,binance,100723.15563064
2025-10-27,bitfinex,-49188.9090746
2025-10-28,binance,-19569.29979691
2025-10-28,okx,47238.66947905
2025-10-29,binance,-20585.68512519
2025-10-29,okx,49943.66947905
2025-10-30,binance,-16096.65783414
2025-10-30,bitfinex,-11189.00097707
2025-10-31,binance,-11636.43987546
2025-10-31,bitfinex,-11279.40097707
2025-11-01,binance,114027.56895409
2025-11-02,binance,-13680.66091271
2025-11-02,okx,50144.66947905
2025-11-03,binance,-17585.68911265
2025-11-03,bitfinex,1044.618627
2025-11-04,binance,-10763.68773919
2025-11-04,bitfinex,-37999.90908753
2025-11-04,okx,52147.66947905
2025-11-05,binance,-11180.47982558
2025-11-05,okx,52699.66947905
2025-11-06,binance,-9850.11523913
2025-11-06,bitfinex,-2455.381379
2025-11-07,binance,-9417.41376011
2025-11-07,okx,51999.66947905
2025-11-08,binance,-8175.27279969
2025-11-09,binance,-9698.27938325
2025-11-10,binance,-10987.8871
2025-11-10,okx,52200.66947905
2025-11-11,binance,-12599.69521985
2025-11-12,binance,-15921.06844919
2025-11-12,bitfinex,-5455.381381
2025-11-13,binance,-10764.40150441
2025-11-14,binance,-7951.96625714
2025-11-14,bitfinex,-10291.39760297
2025-11-15,binance,124792.60660029
2025-11-15,okx,52401.66947905
2025-11-16,binance,-12961.48662676
2025-11-16,bitfinex,1413.98378303
2025-11-17,binance,-8392.71445191
2025-11-17,bitfinex,-12038.281866
2025-11-17,okx,52902.66947905
2025-11-18,binance,129826.00523902
2025-11-18,bitfinex,-11672.940826
2025-11-19,binance,-18295.3045964
2025-11-20,binance,-16414.4896063
2025-11-20,bitfinex,-11399.255586
2025-11-21,binance,-11680.05599549
2025-11-21,bitfinex,-10152.93568297
2025-11-21,okx,53103.66947905
2025-11-22,binance,-8479.0593367
2025-11-22,bitfinex,-10380.030436
2025-11-22,okx,53304.66947905
2025-11-23,binance,-12298.1016159
2025-11-23,bitfinex,-9191.116296
2025-11-24,binance,-14300.78321319
2025-11-24,bitfinex,-5622.485456
2025-11-25,binance,-15291.59703488
2025-11-25,bitfinex,-4773.707086
2025-11-25,okx,55808.66947905
2025-11-26,binance,-16100.20935374
2025-11-26,bitfinex,-4096.757766
2025-11-26,okx,56109.66947905
2025-11-27,binance,-20758.67882108
2025-11-28,binance,-17924.54799355
2025-11-29,binance,-18036.66508371
2025-11-30,binance,-17900.78276934
2025-11-30,okx,56410.66947905
2025-12-01,binance,-19166.43152374
2025-12-01,bitfinex,-3778.446826
2025-12-01,okx,61821.66947905
2025-12-02,binance,-25196.36901945
2025-12-02,bitfinex,-3182.507866
2025-12-02,okx,62373.66947905
2025-12-03,binance,-22300.47737443
2025-12-03,bitfinex,663.29601284
2025-12-04,binance,-25674.68849267
2025-12-04,okx,62474.66947905
2025-12-05,binance,-22366.30348236
